,news_text,category
0,     (서울=연합뉴스) 26일 서울 용산구 합동참모본부에서 대통령 집무실 이전 관련 공사가 진행되고 있다. 2022.4.26 [국회사진기자단]    uwg806@yna.co.kr,264
1,    (서울=연합뉴스) 국회 국방위원회 민홍철 위원장과 더불어민주당 위원들이 26일 오후 대통령실 이전에 따른 국방부 이전 대상지인 용산구 합동참모본부를 공사 진행 상황 등을 점검하고 있다. 2022.4.26 [국회사진기자단]    uwg806@yna.co.kr,264
2,"“경기지사 당선 시 직접 협상 나설 것”전날 협상장 찾아 “버스 멈추면 일상 멈춰”경기 버스 노조, 막판 협상 끝 파업 유보[이미지출처=연합뉴스]김은혜 국민의힘 경기도지사 후보가 26일 경기 버스 노조의 파업 유보 결정에 환영한다는 입장을 내놨다.박기녕 국민의힘 경기도지사 후보 대변인은 이날 입장문을 내고 “경기도 버스 노조의 파업 유보 결정을 환영하며 강압적이고 폭력적인 권력 행사가 아닌 진심으로 대화하는 자세만으로도 갈등을 봉합하고 더 나은 길로 나아갈 수 있음을 확인했다”고 말했다. 그러면서 “김 후보가 경기도지사에 당선될 시 직접 협상 테이블에 앉겠다”고 강조했다.김 후보는 전날 노사 협상이 이뤄지는 경기지방노동위원회를 직접 찾아 파업 철회를 요청한 바 있다. 그는 페이스북을 통해 “준공영제 버스와 민간 버스의 호봉별 임금격차, 과로와 부당한 처우로 얼룩진 애환과 고충을 들었다”면서 “버스가 멈추면 (경기)도민의 일상이 멈춘다. 경기도는 오직 도민의 입장에서 노조와의 협상에 더욱 적극적으로 임해달라”고 밝혔다.경기를 비롯해 서울, 부산, 대구, 전북, 경남, 창원, 제주 등 전국 8개 지역 버스 노조는 26일 총파업을 예고하고 사측과 임금 협상을 벌였다. 경기의 경우 전체 버스의 40% 이상에 해당하는 36개 버스업체가 협상 끝에 파업 유보를 결정했다.",264
3,[서울경제] 이동기 코엑스 사장(오른쪽)과 류명현 한국도로협회 상임부회장이 26일 서울 삼성동 코엑스에서 국내 최초의 스마트도로교통물류산업전 공동개최를 위한 업무협약(MOU)을 체결후 기념사진을 찍고 있다./사진제공=코엑스,264
4,    (서울=연합뉴스) 국회 국방위원회 민홍철 위원장과 더불어민주당 위원들이 26일 오후 윤석열 대통령 당선인 취임 후 사용할 집무실 준비를 위한 공사가 진행 중인 용산구 국방부 청사 본관을 현장 방문해 관계자로부터 설명을 듣고 있다. 2022.4.26 [국회사진기자단]    uwg806@yna.co.kr,264
5,    (서울=연합뉴스) 26일 오후 서울 용산구 국방부 청사 본관에서 윤석열 대통령 당선인 취임 후 사용할 집무실 준비를 위한 공사가 진행 중이다. 2022.4.26 [국회사진기자단]    uwg806@yna.co.kr,264
6,    (서울=연합뉴스) 26일 오후 서울 용산구 국방부 청사 본관에서 윤석열 대통령 당선인 취임 후 사용할 집무실 준비를 위한 공사가 진행 중이다. 2022.4.26 [국회사진기자단]    uwg806@yna.co.kr,264
7,"[[the300]][서울=뉴시스] 문재인 대통령이 지난 14일 청와대 여민관 집무실에서 JTBC 손석희 전 앵커와 '대담-문재인 5년' 특별대담을 하고 있다. (사진=청와대 제공) 2022.04.25.문재인 대통령이 26일 마크롱 프랑스 대통령에게 ""프랑스 공화국 대통령 선거에서 재선에 성공한 것을 진심으로 축하하며 대통령님의 리더십으로 프랑스 공화국이 계속해서 발전해 나갈 것으로 기대한다""고 축하 인사를 했다.문 대통령은 이날 오후 자신의 페이스북 등 사회관계망서비스(SNS)에 ""대통령께서 프랑스 공화국 현직 대통령으로서 20년 만에 재선에 성공함으로써 프랑스 공화국 국민들의 폭넓은 지지와 성원이 재확인된 것으로 평가한다""며 이같이 적었다.문 대통령은 ""대한민국과 프랑스 공화국은 한 세기가 넘는 기간 동안 어려움을 함께 극복하며 정무, 경제, 문화 등 다양한 분야에서 협력을 심화시켜 왔다""며 ""특히 나의 2018년 프랑스 국빈 방문을 계기로 양국 간 '21세기 포괄적 동반자 관계'를 재확인한 것을 기쁘게 생각한다""고 강조했다.그러면서 ""대통령님 재임 기간 중 양국 관계가 더욱 견실해질 것으로 기대하며 대통령님의 건안과 프랑스 공화국의 무궁한 발전을 기원한다""고 했다.",264
8,"R&D 기획·선정부터 민간참여…고난도 목표는 '사후보상형' 도입 검토새 정부가 국가의 새로운 성장동력을 발굴하고 기업의 혁신 역량을 강화하기 위해서는 산업기술 R&D 성과의 제고가 핵심이라고 보고, 시장지향적 산업기술 R&D 시스템을 구축한다.인수위 경제2분과 고산 인수위원은 26일 서울 종로구 통의동 인수위원회 브리핑에서 ""산업 기술 R&D는 한편으로는 나눠주기식 지원, 저조한 사업화 성과, 민간 R&D와 불분명한 역할분담 등으로 투자 효율성에 대한 지적이 있어왔다""면서 ""인수위는 이러한 지적사항에 대한 개선방안을 포함해 R&D 기획-수행-환류 전 단계에 이르는 산업기술 R&D를 민간, 시장중심으로 혁신하는 방안을 마련하여 추진할 계획""이라고 말했다.고 위원은 ""현장 해법을 잘 아는 민간이 R&D 기획부터 적극 참여할 수 있도록 R&D 기획시스템을 보강할 계획""이라며 ""민간 최고 권위자들이 고난이도 R&D 과제 심사에 적극 참여할 수 있도록 추진하고, 이런 사람들이 돈이 필요해 심사에 참여하는 것이 아니기 때문에 우대제도(Honorship) 등을 검토할 계획""이라고 말했다.이어 ""시장실패 보완이라는 정부의 고유한 역할 수행에 산업기술 R&D가 기여할 수 있도록 디지털전환·탄소중립·공급망 안정화와 같은 국가적 난제를 해결하는 '목표지향형 대규모 R&D 프로젝트'를 추진한다""며 ""또한 고난이도의 도전적 목표를 설정해 놓고 이를 해결하는 R&D수행기관에 사후 보상하는 포상형 R&D(Prize R&D) 도입도 검토할 계획""이라고 말했다.여기에 R&D 완료 후 사업화까지 유기적으로 연결될 수 있도록 기획 단계에서부터 관련 규제나 인증 내용을 선(先)분석해 과제에 반영하고, R&D 종료 전까지 선제적으로 해결함으로써 사업화 속도를 높이는 '타임 투 마켓(time to market)' 방안도 마련할 예정이다. 고산 제20대 대통령직인수위원회 경제2분과 인수위원이 26일 서울 종로구 통의동 인수위 기자회견장에서 산업기술 연구개발(R&D) 시스템 관련 브리핑을 하고 있다. 인수위기자단=연합뉴스.    ",264
9,    (서울=연합뉴스) 국회 국방위원회 민홍철 위원장과 더불어민주당 위원들이 26일 오후 대통령실 이전에 따른 국방부 이전 대상지인 용산구 합동참모본부를 공사 진행 상황 등을 점검하고 있다. 2022.4.26 [국회사진기자단]    uwg806@yna.co.kr,264
